id,title,author,text,state,date_published,source,category,sentiment_score,word_count,char_count,has_images,has_videos,readability_score,num_shares,num_comments,political_bias,fact_check_rating,is_satirical,trust_score,source_reputation,clickbait_score,plagiarism_score,label
1942,Breaking News 1942,John Doe,This is the content of article 1942. It contains detailed analysis and reports.,Ohio,09-01-2023,HuffPost,Politics,-0.22,718,2578,1,1,40.48,24645,205,Left,FALSE,0,57,8,0.33,10.24,Real
1943,Breaking News 1943,John Doe,This is the content of article 1943. It contains detailed analysis and reports.,Massachusetts,06-04-2020,InfoWars,Business,0.99,461,6223,0,1,51.21,18318,144,Center,TRUE,0,97,7,0.53,13.06,Fake
1944,Breaking News 1944,Jane Smith,This is the content of article 1944. It contains detailed analysis and reports.,Washington,10-07-2021,Washington Post,Politics,-0.89,474,6337,0,0,58.3,45177,352,Center,Mixed,1,21,7,0.03,85.51,Real
1945,Breaking News 1945,Alex Johnson,This is the content of article 1945. It contains detailed analysis and reports.,Florida,28-01-2020,CNN,Entertainment,0.76,567,5616,1,1,62.67,24499,619,Left,TRUE,1,80,10,0.41,81.42,Fake
1946,Breaking News 1946,Jane Smith,This is the content of article 1946. It contains detailed analysis and reports.,Virginia,30-11-2022,Reuters,Health,-0.96,335,6472,1,0,57.3,6195,255,Left,Mixed,1,68,10,0.1,6.47,Real
1947,Breaking News 1947,Chris Lee,This is the content of article 1947. It contains detailed analysis and reports.,Maryland,25-02-2022,Daily Mail,Sports,-0.11,317,4643,1,0,45.5,10059,861,Center,TRUE,0,66,7,0.8,20.96,Real
1948,Breaking News 1948,Jane Smith,This is the content of article 1948. It contains detailed analysis and reports.,Tennessee,22-10-2020,New York Times,Politics,-0.34,740,6018,1,0,59.23,21338,616,Left,FALSE,0,60,4,0.61,5.73,Real
1949,Breaking News 1949,Emily Davis,This is the content of article 1949. It contains detailed analysis and reports.,Missouri,26-06-2022,Daily Mail,Politics,-0.44,277,5415,0,0,71.16,13637,73,Center,TRUE,0,11,5,0.55,77.96,Real
1950,Breaking News 1950,Jane Smith,This is the content of article 1950. It contains detailed analysis and reports.,North Carolina,13-11-2021,The Guardian,Technology,-0.34,342,4994,1,0,57.55,38169,128,Left,Mixed,1,69,1,0.85,81.65,Real
1951,Breaking News 1951,Alex Johnson,This is the content of article 1951. It contains detailed analysis and reports.,Michigan,09-12-2022,Snopes,Politics,0.05,1028,1434,1,0,54.91,25101,28,Right,TRUE,0,71,1,0.3,29.23,Fake
1952,Breaking News 1952,Alex Johnson,This is the content of article 1952. It contains detailed analysis and reports.,Indiana,04-10-2023,CNN,Business,-0.51,765,554,0,0,69.19,11538,165,Center,FALSE,1,33,9,0.65,54.95,Fake
1953,Breaking News 1953,Emily Davis,This is the content of article 1953. It contains detailed analysis and reports.,Indiana,27-12-2021,New York Times,Entertainment,0.95,1412,4956,1,0,74.66,47471,547,Right,TRUE,0,91,8,0.79,73.1,Fake
1954,Breaking News 1954,Emily Davis,This is the content of article 1954. It contains detailed analysis and reports.,Ohio,14-02-2023,CNN,Health,0.29,567,1353,1,1,32.66,47237,254,Right,Mixed,0,39,3,0.37,14.85,Fake
1955,Breaking News 1955,John Doe,This is the content of article 1955. It contains detailed analysis and reports.,California,09-04-2020,Snopes,Technology,-0.86,655,1556,0,1,76.55,13105,337,Left,FALSE,1,35,7,0.81,25.65,Fake
1956,Breaking News 1956,Emily Davis,This is the content of article 1956. It contains detailed analysis and reports.,Virginia,02-12-2023,New York Times,Politics,-0.94,1212,6712,0,0,41.3,26111,136,Left,Mixed,0,98,2,0.29,25.45,Real
1957,Breaking News 1957,Alex Johnson,This is the content of article 1957. It contains detailed analysis and reports.,Maryland,14-09-2020,Fox News,Technology,0.69,298,2579,0,1,44.78,41801,306,Left,Mixed,0,60,1,0.57,98.46,Fake
1958,Breaking News 1958,Chris Lee,This is the content of article 1958. It contains detailed analysis and reports.,Pennsylvania,10-03-2023,Washington Post,Business,0.42,1357,1557,1,1,68.15,16658,86,Left,Mixed,1,38,8,0.81,44.1,Fake
1959,Breaking News 1959,Jane Smith,This is the content of article 1959. It contains detailed analysis and reports.,Arizona,01-05-2021,InfoWars,Entertainment,-0.57,1037,5967,1,1,46.17,21269,164,Center,FALSE,0,59,1,0.03,62.92,Fake
1960,Breaking News 1960,Jane Smith,This is the content of article 1960. It contains detailed analysis and reports.,Texas,01-04-2021,InfoWars,Entertainment,0.11,877,2352,0,0,50.47,27604,304,Center,TRUE,1,77,7,0.61,85.07,Real
1961,Breaking News 1961,Chris Lee,This is the content of article 1961. It contains detailed analysis and reports.,Texas,01-02-2021,The Onion,Politics,-0.13,1048,7749,1,0,74.58,49181,931,Left,Mixed,0,87,9,0.67,98.13,Fake
1962,Breaking News 1962,John Doe,This is the content of article 1962. It contains detailed analysis and reports.,Virginia,04-04-2020,InfoWars,Business,-0.41,589,795,1,1,55.46,9951,794,Right,FALSE,0,7,6,0.33,16.11,Fake
1963,Breaking News 1963,Chris Lee,This is the content of article 1963. It contains detailed analysis and reports.,Virginia,18-03-2022,Reuters,Entertainment,0.68,467,3159,1,1,30.39,45626,819,Center,FALSE,0,10,8,0.12,17.38,Fake
1964,Breaking News 1964,John Doe,This is the content of article 1964. It contains detailed analysis and reports.,Florida,02-03-2023,New York Times,Politics,-0.96,829,1939,0,0,42.78,34515,715,Right,FALSE,0,9,7,0.21,20.35,Fake
1965,Breaking News 1965,Chris Lee,This is the content of article 1965. It contains detailed analysis and reports.,Virginia,17-02-2024,Breitbart,Sports,-0.99,455,1946,0,1,77.4,19053,158,Left,Mixed,1,30,8,0.3,9.39,Real
1966,Breaking News 1966,Jane Smith,This is the content of article 1966. It contains detailed analysis and reports.,Michigan,27-06-2021,Snopes,Business,0.61,1294,3906,0,1,33.63,32926,269,Left,TRUE,0,9,10,0.27,58.92,Fake
1967,Breaking News 1967,John Doe,This is the content of article 1967. It contains detailed analysis and reports.,Pennsylvania,01-03-2022,CNN,Entertainment,-0.15,717,4233,1,0,50.72,1732,167,Left,Mixed,1,59,1,0.29,2.31,Fake
1968,Breaking News 1968,Chris Lee,This is the content of article 1968. It contains detailed analysis and reports.,New York,16-05-2023,Breitbart,Technology,-0.31,177,3720,0,0,51.07,42560,52,Center,TRUE,0,23,9,0.37,23.05,Real
1969,Breaking News 1969,Emily Davis,This is the content of article 1969. It contains detailed analysis and reports.,California,02-01-2022,Washington Post,Politics,-0.57,1351,2299,0,1,32.42,13055,48,Left,TRUE,0,35,10,0.04,40.88,Real
1970,Breaking News 1970,Emily Davis,This is the content of article 1970. It contains detailed analysis and reports.,Ohio,16-06-2023,CNN,Business,0.67,943,2647,0,0,73.88,36897,203,Center,Mixed,1,26,3,0.9,47.91,Real
1971,Breaking News 1971,Chris Lee,This is the content of article 1971. It contains detailed analysis and reports.,Pennsylvania,08-03-2020,CNN,Health,-0.78,1249,4415,1,0,41.88,12140,87,Center,Mixed,1,98,3,0.76,98.38,Real
1972,Breaking News 1972,Jane Smith,This is the content of article 1972. It contains detailed analysis and reports.,Ohio,27-06-2022,InfoWars,Technology,0.15,120,6418,1,1,72,28769,671,Right,FALSE,1,67,1,0.23,93.21,Real
1973,Breaking News 1973,Chris Lee,This is the content of article 1973. It contains detailed analysis and reports.,Texas,23-05-2022,Snopes,Business,-0.51,517,3768,0,1,64.32,6825,380,Center,Mixed,0,45,1,0.13,9.13,Real
1974,Breaking News 1974,Emily Davis,This is the content of article 1974. It contains detailed analysis and reports.,Michigan,13-01-2024,Snopes,Politics,-0.72,1374,4253,1,1,43.13,18487,437,Left,FALSE,0,12,9,0.32,31.72,Fake
1975,Breaking News 1975,John Doe,This is the content of article 1975. It contains detailed analysis and reports.,Michigan,30-06-2021,Fox News,Politics,0.65,1153,6691,1,0,58.62,45684,777,Left,FALSE,0,74,8,0.89,59.02,Real
1976,Breaking News 1976,John Doe,This is the content of article 1976. It contains detailed analysis and reports.,Arizona,04-06-2023,Daily Mail,Business,0.14,1181,5507,1,0,39.4,45522,497,Left,Mixed,0,39,7,0.47,21.74,Real
1977,Breaking News 1977,John Doe,This is the content of article 1977. It contains detailed analysis and reports.,Florida,22-03-2022,The Onion,Sports,-0.3,1144,1763,0,1,69.55,6447,323,Center,Mixed,1,52,5,0.82,44.17,Fake
1978,Breaking News 1978,John Doe,This is the content of article 1978. It contains detailed analysis and reports.,Missouri,09-03-2021,Fox News,Entertainment,0.07,926,4144,0,0,66.36,16059,978,Left,FALSE,1,100,2,0.77,83.42,Real
1979,Breaking News 1979,Chris Lee,This is the content of article 1979. It contains detailed analysis and reports.,Pennsylvania,27-08-2020,InfoWars,Politics,-0.25,160,5595,0,1,44.75,19488,915,Left,TRUE,1,97,3,0.22,67.99,Real
1980,Breaking News 1980,Alex Johnson,This is the content of article 1980. It contains detailed analysis and reports.,Washington,22-05-2021,InfoWars,Health,-0.59,384,593,0,1,37.27,30666,230,Center,Mixed,1,80,2,0.98,89.94,Real
1981,Breaking News 1981,Jane Smith,This is the content of article 1981. It contains detailed analysis and reports.,Pennsylvania,18-10-2020,Reuters,Politics,0.13,1187,1392,1,0,55.79,39578,755,Center,TRUE,0,62,5,0.57,70.84,Fake
1982,Breaking News 1982,Emily Davis,This is the content of article 1982. It contains detailed analysis and reports.,Washington,15-08-2021,CNN,Politics,-0.56,441,3341,0,1,64.45,43505,584,Right,FALSE,1,47,3,0.4,21.92,Real
1983,Breaking News 1983,John Doe,This is the content of article 1983. It contains detailed analysis and reports.,Virginia,08-12-2020,BBC,Technology,0.84,594,4943,0,0,52.82,42187,939,Left,TRUE,0,5,3,0.39,30.18,Fake
1984,Breaking News 1984,Emily Davis,This is the content of article 1984. It contains detailed analysis and reports.,Indiana,01-04-2021,Reuters,Entertainment,-0.56,1112,4207,1,0,41.81,2107,439,Right,TRUE,1,94,4,0.24,86.24,Fake
1985,Breaking News 1985,Emily Davis,This is the content of article 1985. It contains detailed analysis and reports.,Florida,08-04-2021,The Guardian,Politics,0.27,117,1148,0,0,39.83,48786,680,Right,FALSE,0,39,1,0.04,46.18,Real
1986,Breaking News 1986,John Doe,This is the content of article 1986. It contains detailed analysis and reports.,Illinois,04-03-2020,CNN,Health,-0.36,1469,3978,1,0,75.28,37061,603,Left,TRUE,1,41,6,0.82,65.33,Fake
1987,Breaking News 1987,John Doe,This is the content of article 1987. It contains detailed analysis and reports.,Tennessee,20-11-2023,InfoWars,Health,0.35,582,624,0,1,44.51,8853,261,Right,TRUE,1,85,10,0.1,66.33,Real
1988,Breaking News 1988,Alex Johnson,This is the content of article 1988. It contains detailed analysis and reports.,Texas,26-03-2021,Daily Mail,Sports,0.04,224,4531,1,0,64.74,49891,271,Left,FALSE,0,84,2,0.01,19.59,Fake
1989,Breaking News 1989,Chris Lee,This is the content of article 1989. It contains detailed analysis and reports.,Wisconsin,06-06-2022,HuffPost,Sports,0.36,993,1514,0,1,45.94,25837,450,Center,Mixed,1,90,9,0.71,88.26,Real
1990,Breaking News 1990,John Doe,This is the content of article 1990. It contains detailed analysis and reports.,Wisconsin,22-04-2022,Breitbart,Sports,0.8,524,3027,0,1,59.21,33357,325,Left,Mixed,0,37,8,0.82,23.72,Real
1991,Breaking News 1991,Emily Davis,This is the content of article 1991. It contains detailed analysis and reports.,Ohio,29-01-2023,New York Times,Technology,0.31,655,2805,1,1,50.16,37309,897,Right,FALSE,0,14,5,0.73,84.07,Fake
1992,Breaking News 1992,Emily Davis,This is the content of article 1992. It contains detailed analysis and reports.,California,06-08-2022,CNN,Business,0.45,515,6243,1,1,67.23,29175,386,Left,Mixed,1,11,3,0.86,26.21,Real
1993,Breaking News 1993,Alex Johnson,This is the content of article 1993. It contains detailed analysis and reports.,New York,25-12-2023,The Guardian,Business,0.65,1332,4568,0,1,45.17,31333,210,Center,Mixed,0,96,7,0.07,68.94,Real
1994,Breaking News 1994,Alex Johnson,This is the content of article 1994. It contains detailed analysis and reports.,Massachusetts,03-10-2023,Breitbart,Health,0.43,1193,3646,0,0,30.66,37725,756,Center,FALSE,1,33,3,0.56,1.35,Real
1995,Breaking News 1995,Chris Lee,This is the content of article 1995. It contains detailed analysis and reports.,Texas,28-09-2020,New York Times,Sports,0.37,811,1075,1,0,35.37,27573,68,Right,TRUE,0,76,7,0.41,88.83,Fake
1996,Breaking News 1996,Alex Johnson,This is the content of article 1996. It contains detailed analysis and reports.,New York,23-01-2022,Snopes,Business,-0.84,418,6143,1,1,57.5,39916,26,Center,Mixed,1,48,4,0.58,66.63,Fake
1997,Breaking News 1997,Chris Lee,This is the content of article 1997. It contains detailed analysis and reports.,New Jersey,04-08-2021,InfoWars,Sports,-0.37,350,5766,0,1,48.73,32314,301,Center,TRUE,0,34,3,0.49,71.08,Fake
1998,Breaking News 1998,Emily Davis,This is the content of article 1998. It contains detailed analysis and reports.,Florida,04-10-2022,The Onion,Entertainment,-0.38,948,3747,0,0,58.85,7886,678,Right,FALSE,1,87,9,0.08,48.09,Fake
1999,Breaking News 1999,Chris Lee,This is the content of article 1999. It contains detailed analysis and reports.,Indiana,31-12-2023,BBC,Sports,-0.43,1078,4770,1,1,48,35395,325,Center,Mixed,0,69,3,0.44,92.12,Real
2000,Breaking News 2000,John Doe,This is the content of article 2000. It contains detailed analysis and reports.,North Carolina,18-06-2023,New York Times,Technology,-0.81,1087,1546,0,1,77.8,48052,243,Center,FALSE,1,87,2,0.02,89.94,Real
2001,Breaking News 2001,John Doe,This is the content of article 2001. It contains detailed analysis and reports.,Missouri,12-12-2021,Breitbart,Entertainment,0.93,465,6671,0,1,45.62,30778,616,Center,FALSE,0,43,8,0.28,42.81,Real
2002,Breaking News 2002,Alex Johnson,This is the content of article 2002. It contains detailed analysis and reports.,Texas,25-05-2023,CNN,Entertainment,0.35,956,4875,0,1,71.53,40381,908,Center,Mixed,1,64,3,0.22,0.3,Real
2003,Breaking News 2003,Chris Lee,This is the content of article 2003. It contains detailed analysis and reports.,New York,02-06-2022,CNN,Technology,0.96,295,5581,1,1,44.56,5408,913,Left,TRUE,1,58,7,0.46,46.65,Real
2004,Breaking News 2004,Jane Smith,This is the content of article 2004. It contains detailed analysis and reports.,Virginia,22-01-2022,Snopes,Sports,-0.74,1426,3962,0,0,53.82,44126,778,Left,Mixed,0,20,4,0.77,16.26,Real
2005,Breaking News 2005,John Doe,This is the content of article 2005. It contains detailed analysis and reports.,Indiana,14-04-2022,HuffPost,Entertainment,-0.75,816,7880,1,1,71.93,27596,523,Right,Mixed,0,58,2,0.32,11.21,Fake
2006,Breaking News 2006,Jane Smith,This is the content of article 2006. It contains detailed analysis and reports.,Washington,28-01-2024,The Onion,Entertainment,0.26,1245,933,1,0,51.27,36703,84,Left,FALSE,1,82,9,0.07,61.99,Fake
2007,Breaking News 2007,Emily Davis,This is the content of article 2007. It contains detailed analysis and reports.,Florida,28-03-2021,HuffPost,Health,-0.01,788,7918,0,1,53.45,25167,75,Right,FALSE,1,87,2,0.51,45.09,Real
2008,Breaking News 2008,Emily Davis,This is the content of article 2008. It contains detailed analysis and reports.,Massachusetts,26-07-2022,BBC,Sports,0.04,1044,4812,1,0,57.97,9991,526,Right,TRUE,1,55,9,0.55,92.55,Fake
2009,Breaking News 2009,Alex Johnson,This is the content of article 2009. It contains detailed analysis and reports.,Maryland,20-01-2021,Reuters,Business,-0.38,1202,7065,1,1,39.11,32608,468,Left,TRUE,0,99,6,0.14,76.89,Fake
2010,Breaking News 2010,Alex Johnson,This is the content of article 2010. It contains detailed analysis and reports.,Pennsylvania,09-01-2024,New York Times,Sports,-0.43,299,1655,1,1,37.41,14721,915,Center,Mixed,0,31,9,0.86,76.5,Real
2011,Breaking News 2011,Alex Johnson,This is the content of article 2011. It contains detailed analysis and reports.,Virginia,24-02-2023,BBC,Technology,0.05,1413,1724,0,1,55.35,32438,657,Center,FALSE,1,64,9,0.09,76.25,Fake
2012,Breaking News 2012,Chris Lee,This is the content of article 2012. It contains detailed analysis and reports.,New Jersey,04-07-2020,CNN,Technology,0.13,693,6639,1,1,65.28,30403,610,Center,TRUE,1,40,8,0.01,44.63,Real
2013,Breaking News 2013,Chris Lee,This is the content of article 2013. It contains detailed analysis and reports.,Michigan,13-02-2021,Fox News,Politics,0.48,996,1606,1,0,40.34,48358,778,Left,FALSE,0,34,7,0.92,22.16,Fake
2014,Breaking News 2014,John Doe,This is the content of article 2014. It contains detailed analysis and reports.,California,21-02-2021,CNN,Entertainment,0.75,187,3691,1,0,43.82,33957,621,Center,Mixed,1,16,10,0.68,17.12,Real
2015,Breaking News 2015,Alex Johnson,This is the content of article 2015. It contains detailed analysis and reports.,New York,04-02-2023,Washington Post,Entertainment,-0.68,985,2375,1,1,75.13,26092,898,Right,Mixed,1,86,10,0.29,26.87,Fake
2016,Breaking News 2016,John Doe,This is the content of article 2016. It contains detailed analysis and reports.,Wisconsin,04-01-2023,The Guardian,Technology,0.56,609,1712,0,0,54.06,37356,149,Right,TRUE,0,60,8,0.51,74.04,Real
2017,Breaking News 2017,Emily Davis,This is the content of article 2017. It contains detailed analysis and reports.,California,29-01-2024,Snopes,Business,-0.55,923,802,1,0,60.49,1135,571,Left,Mixed,1,91,10,0.08,96.39,Real
2018,Breaking News 2018,Chris Lee,This is the content of article 2018. It contains detailed analysis and reports.,Illinois,24-02-2020,InfoWars,Technology,-0.14,813,7252,0,0,69.8,34236,355,Right,Mixed,1,42,2,0.21,4.54,Real
2019,Breaking News 2019,Chris Lee,This is the content of article 2019. It contains detailed analysis and reports.,Pennsylvania,24-11-2023,CNN,Business,-0.1,104,7767,1,1,48.91,42419,496,Right,Mixed,0,88,1,0.3,2.54,Fake
